id,item_group_id,title,description,link,image_link,price,availability,condition,google_product_category,product_type,additional_image_link,brand,shipping,custom_label_0
17,Skin-9,Glowing Skin Manuka Honey & Royal Jelly -1 light aloe based moisturizer 1 body balm based thick moisturizer set,"2 Moisturizer Set: Light Serum Face Cream and Thick Shea based Body Balm: Both made with Manuka Honey and Royal Jelly. Packed with high quality best honey in the world, Manuka honey, contains minerals and vitamins; improved hydration helps with wrinkles, fine lines and makes the skin glow.  Face Cream:  New Zealand Medicinal MGO 83+ Manuka Honey with Pure Royal Jelly in a luxuriously smooth and light aloe vera and coconut oil base great night serum deeply concentrated with antioxidant rich royal jelly and manuka honey.  UNIQUELY NATURAL AND GLOWING FACE MOISTURIZER: Highly concentrated moisturizer will last on average 30 days with daily use (twice per day use)! Our most exclusive Organic Aloe Vera and Coconut Oil based moisturizer is infused with medicinal grade MGO 83+ Manuka Honey and Pure Royal Jelly to repair, brighten, and promote youthful radiant skin growth.  Heals and protects with the benefits of medical grade MGO 83+ Manuka Honey and B Vitamin Complex Anti Aging Antioxidants of Royal Jelly, Choose from essential oil scents or fragrance free. Body Balm: New Zealand Medicinal MGO 83+ Manuka Honey with Pure Royal Jelly in a deeply thick and moisturizing body butter base of shea and cocoa can be also used on face- moisturizing enough for even the most dry skin. Medicinal Grade MGO83+ New Zealand Manuka Honey & Antioxidant Rich Royal Jelly Skin Moisturizer, Royal Jelly for skin rejuvenation New Zealand Manuka Honey for ultimate skin protection and hydration. Coupled with the soothing creamy texture of she and cocoa butter-100g size, Highly concentrated, lasts up to 30 days with daily use! Choose your Essential Oil Scent or Fragrance Free option!",https://www.etsy.com/AlphaHoneyHealth/listing/782126964/glowing-skin-manuka-honey-royal-jelly?utm_source=Copy&utm_medium=ListingManager&utm_campaign=Share&utm_term=so.lmsm&share_time=1596296114166,https://i.etsystatic.com/21435983/r/il/5c17f6/2264941048/il_fullxfull.2264941048_8kf2.jpg,22,In stock,New,Health & Beauty,Health & Beauty,https://i.etsystatic.com/21435983/r/il/509d7d/2411709071/il_fullxfull.2411709071_3ync.jpg,Alpha Honey Health,USPS Priority -Free,Sale
18,Skin-10,Summer Skin Detox Kit: 1.Manuka Oil Face Cleanser 2. Pure Manuka Honey face mask 3. Manuka Honey & Royal Jelly Cream ,"No More Maskne! Acne/Pimples and redness caused from wearing face masks or just plain skin detox needed after quarantine! Treat your skin to some TLC and detox with naturally healing and restoring Manuka Honey and Royal Jelly. This combination helps fight inflammation and oil causing bacterial acne. Step 1:  Clean Your Face! Manuka Beauty Face Wash:  Pure Manuka Plant Extracts are the most intense natural concentrations of microbial fighting antioxidants and soothing anti-inflammatory smoothness. We recommend massaging soap into slightly dampened skin for 2min to help remove old skin and damaged surface areas. Wash clean with water for a squeaky clean feel immediately. This bottle is highly concentrated and 1/2 pump will cover the entire face. This product lasts up to 30 days with continuous use and comes in scented and unscented options. Step 2: Mask it Up! 100% Pure Bioactive Edible Grade Manuka Honey:Yes this is our completely edible and delicious Manuka Honey use as a glowing face mask. This thick Bioactive grade honey can be applied directly to the skin and used as a glowing, and instantly restorative face mask. And yes it is completely edible. We recommend towel drying skin after step 1 and applying a dollop of honey to forehead and cheeks, then gently massaging into entire face avoiding eyes. Let sit for 20min then rinse clean with water for an instant glow and skin replenish. This is our full sized Manuka Honey and will last 30+ days with continuous use. Step 3: The Royal Treatment-Royal Jelly & Manuka Face Cream:  After removing face mask lock in your glow and continue the skin rejuvenation with this Royal Jelly and Manuka Honey infused face cream. The face cream ðŸ¤©uses a soothing and gentle aloe vera base that works great for all skin types and sinks in deeply for a lasting dewy effect. We recommend using this moisturizer twice per day with one of uses directly after the above cleanse and mask application. This moisturizer is a wear all day and make up can be applied over the top. Always remove make up at night time. This highly concentrated serum lasts up to 30 days with continuous use and is available in scented and unscented options. Fast free 2-3 day priority shipping",https://www.etsy.com/AlphaHoneyHealth/listing/793441620/summer-skin-detox-kit-1manuka-oil-face?utm_source=Copy&utm_medium=ListingManager&utm_campaign=Share&utm_term=so.lmsm&share_time=1596296442613,https://i.etsystatic.com/21435983/r/il/374bae/2325741368/il_fullxfull.2325741368_jw4k.jpg,43.99,In stock,New,Health & Beauty,Health & Beauty,https://i.etsystatic.com/21435983/r/il/da44cd/2325741340/il_fullxfull.2325741340_ewc7.jpg,Alpha Honey Health,USPS Priority -Free,Gift Set
19,Honey-7,"3 Jars-100%Pure Manuka Honey Bioactive Raw Unprocessed, Unfiltered, No additives,  All Natural Sugar, New Zealand Free Priority Shipping","3 Jar Discount! Buy 3 Jars for $15 with Free Shipping Limited Time -100% All Natural Raw Manuka Honey 83+MGO, Thick creamy rich Manuka Honey taste-Hand poured for perfection straight from hive to jar. USA tested, USA packed for quality and purity. Great for fitness, sugar replacement, in water as a sports drink replacement.  Low glycemic index, slow burning sugar that gives energy, vitamins and antioxidants, naturally. Mixes well in shakes and water. Quality New Zealand Manuka MGO 83+ tested in USA for bioactivity authenticity and exceeds 83+ standards (batches range from 91-120 MGO levels). Alpha Manuka has been sourced from a New Zealand producer that exceeds certification standards and is a champion among Manuka Honey producers. Alpha Honey Manuka is an exclusive reserve with a high quality, much more intense full-flavor Manuka. Manuka is used both medicinally and as gourmet food. Sharply nutty flavor with earthy tones, this is a caramel thick full bodied honey. Free Fast Shipping by Priority Mail",https://www.etsy.com/AlphaHoneyHealth/listing/785642707/limited-time-sale-3-jars-100pure-manuka?utm_source=Copy&utm_medium=ListingManager&utm_campaign=Share&utm_term=so.lmsm&share_time=1596296679712,https://i.etsystatic.com/21435983/r/il/18b444/2326164356/il_fullxfull.2326164356_4k6x.jpg,54.99,In stock,New,Health & Beauty,Health & Beauty,https://i.etsystatic.com/21435983/r/il/a4632b/2373750495/il_fullxfull.2373750495_5hzz.jpg,Alpha Honey Health,USPS Priority -Free,Sale
20,Honey-8,"Pure Royal Jelly with Manuka Honey & Wild Raw Rainforest Honey-All Natural, Antioxidant infused pure Royal Jelly~Free Priority Shipping","Royal Hanuka Manuka Honey- 100% PURE RAW HONEY NEW ZEALAND MANUKA with PURE ROYAL JELLY. Our most powerful blend of reserve quality Manuka, award winning Organic Brazilian, & Pure ROYAL JELLY. Royal Jelly is highly nutritious and antioxidant rich and used in the hive to extend the life of the Queen by 40Xâ (worker bees live weeks while Queen lives 4+ years). This honey is characterized by a thick creamy texture and tangy sharpness that is harmonized into the full bodied taste of the Manuka and Brazilian honeys.  Royal Jelly was used by Aristotle and in ancient Greece as Ambrosiaâ said to give immortality",https://www.etsy.com/AlphaHoneyHealth/listing/746170251/pure-royal-jelly-with-manuka-honey-wild?utm_source=Copy&utm_medium=ListingManager&utm_campaign=Share&utm_term=so.lmsm&share_time=1596296823687,https://i.etsystatic.com/21435983/r/il/bf69ea/2373748285/il_fullxfull.2373748285_pjxa.jpg,26,In stock,New,Health & Beauty,Health & Beauty,https://i.etsystatic.com/21435983/r/il/80517b/2373329535/il_fullxfull.2373329535_htz0.jpg,Alpha Honey Health,USPS Priority -Free,Bestseller
21,Skin-11,Summer Glowing Skin: Manuka Honey & Royal Jelly Lightweight Face Cream and Manuka Oil Face Cleanser ,"2 Product Manuka Skin Set:  Lightweight, aloe based summer skin care with clean manuka face and body gel. Packed with high quality best honey in the world, Manuka honey, contains minerals and vitamins; improved hydration helps with wrinkles, fine lines and makes the skin glow. Discounted Moisturizer Pack:  Light Aloe Vera Based Face Cream & Antibacterial Manuka Essential Oil Foaming Face Wash. Face Cream:  New Zealand Medicinal MGO 83+ Manuka Honey with Pure Royal Jelly in a luxuriously smooth and light aloe vera and coconut oil base great night serum deeply concentrated with antioxidant rich royal jelly and manuka honey. UNIQUELY NATURAL AND GLOWING FACE MOISTURIZER:  Highly concentrated moisturizer will last on average 30 days with daily use (twice per day use)! Our most exclusive Organic Aloe Vera and Coconut Oil based moisturizer is infused with medicinal grade MGO 83+ Manuka Honey and Pure Royal Jelly to repair, brighten, and promote youthful radiant skin growth. Antimicrobial Face Wash: Gentle Foaming, Manuka Tree Oil Face and Body Wash, Manuka Tree Oil is 30X's more powerful than Tea Tree Oils! Will not dry you out! Gentle foaming, highly concentrated. Great for acne, makeup removal, natural antibacterial. Leave skin feeling squeaky clean. Both products, choose your own essential oil scent or fragrance free options. Fast Free Priority Shipping.",https://www.etsy.com/AlphaHoneyHealth/listing/796052953/summer-glowing-skin-manuka-honey-royal?utm_source=Copy&utm_medium=ListingManager&utm_campaign=Share&utm_term=so.lmsm&share_time=1596297025820,https://i.etsystatic.com/21435983/r/il/05485b/2285740386/il_fullxfull.2285740386_32mj.jpg,21.99,In stock,New,Health & Beauty,Health & Beauty,https://i.etsystatic.com/21435983/r/il/95fe05/2363708451/il_fullxfull.2363708451_m6sc.jpg,Alpha Honey Health,USPS Priority -Free,Sale
5,Honey-9,Manuka Honey & Pure Rainforest Honey Raw Natural New Zealand  with Brazilian Honey -Real No Added Sugar ,Manuka and Organic Rain Forest Honey.  Award winning taste with the power of pure unfiltered unpasteurized straight from the hive Organic Rainforest Honey from Brazil and Pure Raw New Zealand Manuka Honey. This raw pure honey blend gives you the best of both hemispheres full of antioxidants and health benefits. Use as an immune and energy boost or as a healthy alternative to any sweeter-Free Fast Shipping by Priority Mail,https://www.etsy.com/AlphaHoneyHealth/listing/736409056/manuka-honey-pure-rainforest-honey-100?utm_source=Copy&utm_medium=ListingManager&utm_campaign=Share&utm_term=so.lmsm&share_time=1596297514295,https://i.etsystatic.com/21435983/r/il/d53519/2330157033/il_fullxfull.2330157033_e0bs.jpg,16.99,In stock,New,Health & Beauty,Health & Beauty,https://i.etsystatic.com/21435983/r/il/ab767e/2373723712/il_fullxfull.2373723712_42mb.jpg,Alpha Honey Health,USPS Priority -Free,Limited Time
7,Honey-10,2 Jars 100% New Zealand Manuka Honeys Pure & Raw Bioactive Sore Throat  Cough Relief,"2 Jar Discount Set:  Manuka Honey is a Natural Immune Booster and one of the world's most powerful honeys. USA tested, USA poured for quality and authenticity. Manuka Honey is one of the healthiest ways to stay fit and healthy.  Let this powerful superfood take your health to the next level: Alpha Manuka has been sourced from a New Zealand producer that exceeds certification standards and is a champion among Manuka Honey producers.  Alpha Honey Manuka is an exclusive reserve with a high quality, much more intense full-flavor Manuka. Manuka is used both medicinally and as gourmet food. Sharply nutty flavor with earthy tones, this is a caramel thick full bodied honey. Free Fast Priority Shipping",https://www.etsy.com/AlphaHoneyHealth/listing/787588797/2-jars-100-new-zealand-manuka-honeys?utm_source=Copy&utm_medium=ListingManager&utm_campaign=Share&utm_term=so.lmsm&share_time=1596297988566,https://i.etsystatic.com/21435983/r/il/5d1abd/2373749217/il_fullxfull.2373749217_szla.jpg,39.99,In stock,New,Health & Beauty,Health & Beauty,https://i.etsystatic.com/21435983/r/il/2c324d/2373332085/il_fullxfull.2373332085_a0yd.jpg,Alpha Honey Health,USPS Priority -Free,Sale
22,Skin-12,All Day Skin Glow: Manuka Oil Facial Cleanser + Manuka Honey & Royal Jelly Body Butter Moisturizer,"2 Skin Care Gift Pack: Manuka Essential Oil Antimicrobial Face Wash and Manuka Honey and Royal Jelly Body Balm:  Manuka Honey - Royal Jelly: Natural Glowing Beautiful Skin: Packed with high quality best honey in the world, Manuka honey, contains minerals and vitamins; improved hydration helps with wrinkles, fine lines and makes the skin glow.  Body Balm :  UNIQUE AND NATURALLY HYDRATING BODY BALM FOR BODY OR FACE:  Shea Butter and Cocoa Butter Base.  Designed originally for multi-day endurance racers exposed to extreme environmental elements to protect and restore skin. Use daily, great for hands- can be used on face or areas of skin dryness.  Repairs crepe-paper like skin texture immediately. Antimicrobial Face Wash:  Gentle Foaming, Manuka Tree Oil Face and Body Wash Manuka Tree Oil is 30X's more powerful than Tea Tree Oils! Will not dry you out! Gentle foaming, highly concentrated. Great for acne, makeup removal, natural antibacterial. Leave skin feeling squeaky clean. Choose your Essential Oil Scent or Fragrance Free options!",https://www.etsy.com/AlphaHoneyHealth/listing/782135062/sale-all-day-skin-glow-manuka-oil-facial?utm_source=Copy&utm_medium=ListingManager&utm_campaign=Share&utm_term=so.lmsm&share_time=1596298259326,https://i.etsystatic.com/21435983/r/il/dc19f0/2285748146/il_fullxfull.2285748146_qczv.jpg,22,In stock,New,Health & Beauty,Health & Beauty,https://i.etsystatic.com/21435983/r/il/6ae1bf/2316148120/il_fullxfull.2316148120_fvmm.jpg,Alpha Honey Health,USPS Priority -Free,Sale
23,Skin-13,Ultimate Skin Glow Kit: Manuka Honey & Royal Jelly Creams and Manuka Oil Antimicrobial Face Cleanser -Choose your scent,Sale! Beautiful Spa Gift Set -All 3 Alpha Honey Health Skin Care Line :  1. Manuka Essential Tea Tree Foaming Face Wash; 2. Manuka Honey and Royal Jelly Face Cream with Aloe Vera Base 3. Deeply Moisturizing Manuka Honey and Royal Jelly Body Balm with Shea and Cocoa Butter Base. Choose your scents for each with beautifully inspired essential oil fragrances.,https://www.etsy.com/AlphaHoneyHealth/listing/795947263/ultimate-skin-glow-kit-manuka-honey?utm_source=Copy&utm_medium=ListingManager&utm_campaign=Share&utm_term=so.lmsm&share_time=1596298561203,https://i.etsystatic.com/21435983/r/il/d43841/2333366033/il_fullxfull.2333366033_h380.jpg,33.99,In stock,New,Health & Beauty,Health & Beauty,,Alpha Honey Health,USPS Priority -Free,Sale
24,Skin-14,Glowing Skin Manuka Honey & Royal Jelly lightweight aloe based serum ,"UNIQUELY NATURAL AND GLOWING FACE MOISTURIZER: Packed with high quality best honey in the world, Manuka honey, contains minerals and vitamins; improved hydration helps with wrinkles, fine lines and makes the skin glow. Highly concentrated moisturizer will last on average 30 days with daily use (twice per day use)! MGO 83+ NEW ZEALAND MANUKA HONEY & PURE ROYAL JELLY. Our most exclusive Organic Aloe Vera and Coconut Oil based moisturizer is infused with medicinal grade MGO 83+ Manuka Honey and Pure Royal Jelly to repair, brighten, and promote youthful radiant skin growth.  Heals and protects with the benefits of medical grade MGO 83+ Manuka Honey and B Vitamin Complex Anti Aging Antioxidants of Royal Jelly.  Choose from our amazing essential oil scents or fragrance free options.  Free Fast Priority Shipping.",https://www.etsy.com/AlphaHoneyHealth/listing/786727441/glowing-skin-manuka-honey-royal-jelly?utm_source=Copy&utm_medium=ListingManager&utm_campaign=Share&utm_term=so.lmsm&share_time=1596298773509,https://i.etsystatic.com/21435983/r/il/65eaa6/2275085776/il_fullxfull.2275085776_l4ry.jpg,14.99,In stock,New,Health & Beauty,Health & Beauty,https://i.etsystatic.com/21435983/r/il/408b52/2421328199/il_fullxfull.2421328199_rcs3.jpg,Alpha Honey Health,USPS Priority -Free,Bestseller
25,Honey-11,2 Jars: 100% Manuka Honey  & Pure Royal Jelly Hanuka Manuka Honey- Superfood Pack ,"Royal Superfood Pack:  1 -100% MGO 83+ New Zealand Manuka Pure Raw Bioactive Honey 1-Royal Jelly & Manuka-Rainforest Blend Honey. Both are our most powerful honeys all natural no sugar added only pure raw unfiltered bee products.-1.  100% Manuka 83+ Honey:  100% Raw, Pure Bioactive Manuka Honey from New Zealand has a uniquely sharp nutty flavor and characteristic caramel thick texture.  This powerful raw honey is packed with antibacterial, performance-enhancing, and immunity properties.  2.  Royal Hanuka Manuka Honey:  The most powerful blend that combines Manuka Honey, Organic Wild Brazilian Honey, and Pure Royal Jelly that give this thick honey a full-bodied tangy taste.  Royal Jelly is highly nutritious and packed with antioxidants that research indicates promote cellular longevity and anti-aging effects.",https://www.etsy.com/AlphaHoneyHealth/listing/793298215/100-manuka-pure-honey-pure-royal-jelly?utm_source=Copy&utm_medium=ListingManager&utm_campaign=Share&utm_term=so.lmsm&share_time=1596299092984,https://i.etsystatic.com/21435983/r/il/e44606/2326166590/il_fullxfull.2326166590_exl3.jpg,42,In stock,New,Health & Beauty,Health & Beauty,https://i.etsystatic.com/21435983/r/il/1e9e37/2373303585/il_fullxfull.2373303585_jxg8.jpg,Alpha Honey Health,USPS Priority -Free,Sale
26,Honey-12,3 Jars- Pure Royal Jelly in Manuka & Rainforest Raw Honey Superfood Natural Immune Booster No additives,"Discounted 3 Jar Pack!! Free Fast Shipping by Priority Mail. Royal Jelly Queen Bee Superfoods that can help decrease inflammation, promote healthy cell growth, and reduce oxidative stress. Royal Jelly Mixed with the power of Manuka Honey & Rainforest Brazilian Honey. Great sweet and tangy taste:  Workout Superfood, Healthy Antioxidants, Promotes Immune System, Aphrodisiac ",https://www.etsy.com/AlphaHoneyHealth/listing/776939930/limited-time-sale-3-jars-pure-royal?utm_source=Copy&utm_medium=ListingManager&utm_campaign=Share&utm_term=so.lmsm&share_time=1596299366503,https://i.etsystatic.com/21435983/r/il/ca4397/2326171598/il_fullxfull.2326171598_ffbm.jpg,57,In stock,New,Health & Beauty,Health & Beauty,https://i.etsystatic.com/21435983/r/il/f3b482/2325722750/il_fullxfull.2325722750_ks66.jpg,Alpha Honey Health,USPS Priority -Free,Value Pack
28,,Summer Glow 2 Manuka Oil Natural Face Cleanser Antibacterial Foaming Wash~ Free Priority Shipping,"2 Bottles: Manuka Tea Tree Oil Foaming Face Wash-available in essential oil fragrances or fragrance free options.  Contains minerals and vitamins; improved hydration helps with wrinkles, fine lines and makes the skin glow Botanically made With rare and exclusive Pure Manuka Tree oils. Manuka Oil is extracted from the Manuka Tree and is known to be 30Xâ€™s stronger and more antimicrobial than traditional tea tree oils. Manuka oil also contains sun protecting abilities and has been shown to reverse and protect skin from sun damage. Gentle Foaming and available in luxurious spa aromatherapy inspired essential oil scents. Discounted pack allows you to choose any two mix and match scents to try! Great for everyday use! Not watered down! Highly concentrated-1/2 pump enough for entire face approximately 1 pump for whole body use. Spa quality pump with bamboo lid for luxurious look inside and out! We recommend a honey or aloe based moisturizer paired with this soap for healthy clean glowing skin",https://www.etsy.com/AlphaHoneyHealth/listing/774551340/natural-face-cleanser-manuka?utm_source=Copy&utm_medium=ListingManager&utm_campaign=Share&utm_term=so.lmsm&share_time=1596299571492,https://i.etsystatic.com/21435983/r/il/8ca403/2365873351/il_fullxfull.2365873351_9y7y.jpg,25,In,New,Health & Beauty,Health & Beauty,https://i.etsystatic.com/21435983/r/il/986d80/2232990580/il_fullxfull.2232990580_670w.jpg,Alpha Honey Health,USPS Priority -Free,Value Pack